排名,影片名称,演职人员,得分,评价,电影海报URL
95,加勒比海盗,"导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...
                            2003 / 美国 / 动作 冒险 奇幻",8.8,约翰尼·德普的独角戏。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg
96,被嫌弃的松子的一生,"导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...
                            2006 / 日本 / 剧情 歌舞",8.9,以戏谑来戏谑戏谑。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg
97,红辣椒,"导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...
                            2006 / 日本 / 动画 悬疑 科幻 惊悚",9.0,梦的勾结。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg
98,狩猎,"导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...
                            2012 / 丹麦 瑞典 / 剧情",9.1,人言可畏。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg
99,请以你的名字呼唤我,"导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...
                            2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性",8.9,沉醉在电影的情感和视听氛围中无法自拔。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg
100,7号房的礼物,"导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
                            2013 / 韩国 / 剧情 喜剧 家庭",8.9,《我是山姆》的《美丽人生》。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg
101,剪刀手爱德华,"导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...
                            1990 / 美国 / 剧情 奇幻 爱情",8.7,浪漫忧郁的成人童话。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg
102,勇敢的心,"导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...
                            1995 / 美国 / 动作 传记 剧情 历史 战争",8.9,史诗大片的典范。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg
103,断背山,"导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭",8.8,每个人心中都有一座断背山。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg
104,唐伯虎点秋香,"导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
                            1993 / 中国香港 / 喜剧 爱情 古装",8.7,华太师是黄霑，吴镇宇四大才子之一。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg
105,入殓师,"导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...
                            2008 / 日本 / 剧情",8.9,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg
106,第六感,"导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...
                            1999 / 美国 / 剧情 悬疑 惊悚",8.9,深入内心的恐怖，出人意料的结局。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg
107,天使爱美丽,"导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...
                            2001 / 法国 德国 / 剧情 喜剧 爱情",8.7,法式小清新。 ,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg
108,哈利·波特与密室,"导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...
                            2002 / 英国 美国 / 奇幻 冒险",8.8,魔法的密室之门已打开...,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg
109,重庆森林,"导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
                            1994 / 中国香港 / 剧情 爱情",8.8,寂寞没有期限。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg
110,爱在黎明破晓前,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情",8.8,缘分是个连绵词，最美不过一瞬。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg
111,一一,"导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...
                            2000 / 中国台湾 日本 / 剧情 爱情 家庭",9.1,我们都曾经是一一。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg
112,幽灵公主,"导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...
                            1997 / 日本 / 动画 奇幻 冒险",8.9,人与自然的战争史诗。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg
113,蝙蝠侠：黑暗骑士崛起,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚",8.8,诺兰就是保证。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg
114,小森林 夏秋篇,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2014 / 日本 / 剧情",9.0,那些静得只能听见呼吸的日子里，你明白孤独即生活。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg
115,阳光灿烂的日子,"导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
                            1994 / 中国大陆 中国香港 / 剧情 爱情",8.8,一场华丽的意淫。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg
116,菊次郎的夏天,"导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
                            1999 / 日本 / 剧情 喜剧",8.9,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg
117,超能陆战队,"导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险",8.7,Balalala~~~,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg
118,完美的世界,"导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...
                            1993 / 美国 / 剧情 犯罪",9.1,坏人的好总是比好人的好来得更感人。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg
119,无人知晓,"导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...
                            2004 / 日本 / 剧情",9.1,我的平常生活就是他人的幸福。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg
120,消失的爱人,"导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚",8.7,年度最佳date movie。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg
121,爱在日落黄昏时,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2004 / 美国 法国 / 剧情 爱情",8.9,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg
122,小森林 冬春篇,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2015 / 日本 / 剧情",9.0,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg
123,借东西的小人阿莉埃蒂,"导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...
                            2010 / 日本 / 动画 奇幻 冒险",8.9,曾经的那段美好会沉淀为一辈子的记忆。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg
124,倩女幽魂,"导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
                            1987 / 中国香港 / 爱情 奇幻 武侠 古装",8.8,两张绝世的脸。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg
125,甜蜜蜜,"导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
                            1996 / 中国香港 / 剧情 爱情",8.9,相逢只要一瞬间，等待却像是一辈子。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg
126,侧耳倾听,"导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...
                            1995 / 日本 / 剧情 爱情 动画",8.9,少女情怀总是诗。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg
127,幸福终点站,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
                            2004 / 美国 / 喜剧 剧情 爱情",8.8,有时候幸福需要等一等。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg
128,时空恋旅人,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...
                            2013 / 英国 / 喜剧 爱情 奇幻",8.8,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg
129,驯龙高手,"导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...
                            2010 / 美国 / 动画 奇幻 冒险",8.7,和谐的生活离不开摸头与被摸头。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg
130,萤火之森,"导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
                            2011 / 日本 / 剧情 爱情 动画 奇幻",8.9,触不到的恋人。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg
131,玛丽和马克思,"导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...
                            2009 / 澳大利亚 美国 / 剧情 喜剧 动画",8.9,你是我最好的朋友，你是我唯一的朋友 。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg
132,怪兽电力公司,"导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...
                            2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险",8.8,不要给它起名字，起了名字就有感情了。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg
133,教父3,"导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
                            1990 / 美国 / 剧情 犯罪",9.0,任何信念的力量，都无法改变命运。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg
134,一个叫欧维的男人决定去死,"导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...
                            2015 / 瑞典 / 剧情",8.9,惠及一生的美丽。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg
135,大鱼,"导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
                            2003 / 美国 / 剧情 家庭 奇幻 冒险",8.8,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg
136,告白,"导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...
                            2010 / 日本 / 剧情 悬疑",8.8,没有一人完全善，也没有一人完全恶。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg
137,玩具总动员3,"导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
                            2010 / 美国 / 喜剧 动画 奇幻 冒险",8.9,跨度十五年的欢乐与泪水。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg
138,傲慢与偏见,"导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...
                            2005 / 法国 英国 美国 / 剧情 爱情",8.7,爱是摈弃傲慢与偏见之后的曙光。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg
139,神偷奶爸,"导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...
                            2010 / 美国 法国 / 喜剧 动画 冒险",8.6,Mr. I Don't Care其实也有Care的时候。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg
140,寄生虫,"导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...
                            2019 / 韩国 / 剧情",8.8,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg
141,釜山行,"导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...
                            2016 / 韩国 / 动作 惊悚 灾难",8.6,揭露人性的丧尸题材力作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg
142,阳光姐妹淘,"导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
                            2011 / 韩国 / 剧情 喜剧",8.8,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg
143,射雕英雄传之东成西就,"导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装",8.7,百看不厌。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609063925.jpg
144,被解救的姜戈,"导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...
                            2012 / 美国 / 剧情 动作 西部 冒险",8.8,热血沸腾，那个低俗、性感的无耻混蛋又来了。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg
145,未麻的部屋,"导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
                            1997 / 日本 / 动画 奇幻 惊悚",9.0,好的剧本是，就算你猜到了结局也猜不到全部。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg
146,恐怖直播,"导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
                            2013 / 韩国 / 剧情 犯罪 悬疑",8.7,恐怖分子的“秋菊打官司”。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2054744538.jpg
147,哪吒闹海,"导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...
                            1979 / 中国大陆 / 冒险 动画 奇幻",9.1,想你时你在闹海。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg
148,我是山姆,"导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...
                            2001 / 美国 / 剧情 家庭",9.0,爱并不需要智商 。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg
149,血战钢锯岭,"导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...
                            2016 / 澳大利亚 美国 / 剧情 传记 历史 战争",8.7,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg
150,哈利·波特与火焰杯,"导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...
                            2005 / 英国 美国 / 悬疑 奇幻 冒险",8.7,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg
151,头号玩家,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...
                            2018 / 美国 / 动作 科幻 冒险",8.7,写给影迷，动漫迷和游戏迷的一封情书。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg
152,新世界,"导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...
                            2013 / 韩国 / 剧情 犯罪",8.9,要做就做得狠一点，这样才能活下去。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg
153,七武士,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...
                            1954 / 日本 / 动作 冒险 剧情",9.3,时代悲歌。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg
154,模仿游戏,"导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...
                            2014 / 英国 美国 / 剧情 传记 战争 同性",8.7,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg
155,喜宴,"导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...
                            1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭",8.9,中国家庭的喜怒哀乐忍。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg
156,黑客帝国3：矩阵革命,"导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
                            2003 / 美国 / 动作 科幻",8.8,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg
157,花样年华,"导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
                            2000 / 中国香港 / 剧情 爱情",8.7,偷情本没有这样美。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg
158,头脑特工队,"导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...
                            2015 / 美国 / 喜剧 动画 冒险",8.8,愿我们都不用长大，每一座城堡都能永远存在。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg
159,电锯惊魂,"导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
                            2004 / 美国 / 悬疑 惊悚 恐怖",8.7,真相就在眼前。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg
160,三块广告牌,"导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...
                            2017 / 美国 英国 / 剧情 犯罪",8.7,怼天怼地，你走后，她与世界为敌。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg
161,卢旺达饭店,"导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
                            2004 / 英国 南非 意大利 美国 / 剧情 传记 历史 战争",8.9,当这个世界闭上双眼，他却敞开了怀抱。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg
162,你的名字。,"导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...
                            2016 / 日本 / 剧情 爱情 动画",8.5,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg
163,达拉斯买家俱乐部,"导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
                            2013 / 美国 / 剧情 传记 同性",8.8,Jared Leto的腿比女人还美！,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg
164,疯狂原始人,"导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...
                            2013 / 美国 / 喜剧 动画 冒险",8.7,老少皆宜，这就是好莱坞动画的魅力。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg
165,上帝之城,"导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...
                            2002 / 巴西 法国 / 犯罪 剧情",9.0,被上帝抛弃了的上帝之城。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg
166,谍影重重3,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2007 / 美国 德国 / 动作 悬疑 惊悚",8.8,像吃了苏打饼一样干脆的电影。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg
167,英雄本色,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
                            1986 / 中国香港 / 剧情 动作 犯罪",8.6,英雄泪短，兄弟情长。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg
168,风之谷,"导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...
                            1984 / 日本 / 动画 奇幻 冒险",8.9,动画片的圣经。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg
169,心迷宫,"导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
                            2014 / 中国大陆 / 剧情 犯罪 悬疑",8.7,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg
170,惊魂记,"导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...
                            1960 / 美国 / 悬疑 惊悚 恐怖",9.0,故事的反转与反转，分裂电影的始祖。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg
171,九品芝麻官,"导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...
                            1994 / 中国香港 中国大陆 / 剧情 喜剧 古装",8.7,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg
172,纵横四海,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
                            1991 / 中国香港 / 剧情 喜剧 动作 犯罪",8.8,香港浪漫主义警匪动作片的巅峰之作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg
173,海街日记,"导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...
                            2015 / 日本 / 剧情 家庭",8.8,是枝裕和的家庭习作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg
174,岁月神偷,"导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
                            2010 / 中国香港 中国大陆 / 剧情 家庭",8.7,岁月流逝，来日可追。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg
175,记忆碎片,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚",8.7,一个针管引发的血案。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg
176,忠犬八公物语,"导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
                            1987 / 日本 / 剧情",9.2,养狗三日，便会对你终其一生。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg
177,荒蛮故事,"导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪",8.8,始于荒诞，止于更荒诞。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg
178,爱在午夜降临前,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2013 / 美国 希腊 / 剧情 爱情",8.8,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg
179,绿里奇迹,"导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑",8.9,天使暂时离开。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg
180,爆裂鼓手,"导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
                            2014 / 美国 / 剧情 音乐",8.7,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg
181,小偷家族,"导演: 是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky / 安藤樱 Sa...
                            2018 / 日本 / 剧情 犯罪 家庭",8.7,我们组成了家。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg
182,贫民窟的百万富翁,"导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...
                            2008 / 英国 / 剧情 爱情",8.6,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg
183,色，戒,"导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...
                            2007 / 中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色",8.6,假戏真情，爱欲深海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg
184,真爱至上,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情",8.6,爱，是个动词。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg
185,东邪西毒,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...
                            1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装",8.6,电影诗。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg
186,无敌破坏王,"导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...
                            2012 / 美国 / 喜剧 动画 奇幻 冒险",8.7,迪士尼和皮克斯拿错剧本的产物。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg
187,疯狂的石头,"导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin
                            2006 / 中国大陆 中国香港 / 喜剧 犯罪",8.5,中国版《两杆大烟枪》。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg
188,冰川时代,"导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...
                            2002 / 美国 / 喜剧 动画 冒险",8.6,松鼠才是角儿。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg
